id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl,ip_id
41.0,266.0,330.0,18257.0,236.0,3.47,1.58,238.0,3.5,1.65,261.0,3.84,1.75,0.48,0.38,0.29,0.31,0.39,209.09,1.0
42.0,521.0,14037.0,9346991.0,358.0,5.11,3.45,260.0,3.71,1.5,434.0,6.2,5.32,0.66,0.6,0.32,0.27,11.23,196.85,1.0
43.0,597.0,151955.0,122832920.0,392.0,5.16,3.34,282.0,3.71,1.53,528.0,6.95,6.06,0.69,0.63,0.34,0.29,21.12,175.35,1.0
44.0,429.0,50040.0,37066930.0,310.0,4.31,3.12,247.0,3.43,1.73,391.0,5.43,5.62,0.62,0.55,0.34,0.3,17.55,182.5,1.0
45.0,515.0,10203.0,6560741.0,383.0,4.61,3.47,297.0,3.58,1.62,487.0,5.87,5.77,0.59,0.52,0.32,0.28,17.57,184.03,1.0
46.0,203.0,264.0,15463.0,187.0,3.22,1.12,184.0,3.17,1.22,200.0,3.45,1.22,0.44,0.36,0.28,0.3,0.15,205.4,1.0
47.0,171.0,227.0,12988.0,152.0,3.04,1.23,150.0,3.0,1.34,167.0,3.34,1.38,0.42,0.33,0.32,0.33,1.03,212.4,1.0
48.0,327.0,369.0,18566.0,184.0,4.09,1.12,195.0,4.33,1.26,210.0,4.67,1.37,0.66,0.56,0.16,0.19,0.01,224.96,1.0
49.0,725.0,60429.0,43627390.0,349.0,5.72,4.59,223.0,3.66,1.54,496.0,8.13,9.07,0.68,0.63,0.32,0.25,9.0,190.12,1.0
50.0,374.0,40633.0,32956726.0,262.0,4.6,2.64,222.0,3.89,1.36,303.0,5.32,3.68,0.67,0.6,0.3,0.29,7.18,209.63,1.0
51.0,464.0,21023.0,7345513.0,334.0,4.58,2.47,296.0,4.05,1.74,431.0,5.9,4.19,0.61,0.55,0.32,0.3,10.48,191.37,1.0
52.0,262.0,321.0,18059.0,204.0,3.85,1.68,211.0,3.98,1.91,223.0,4.21,2.02,0.52,0.41,0.25,0.26,0.02,221.71,1.0
53.0,536.0,18212.0,15036950.0,373.0,4.78,2.74,298.0,3.82,1.47,462.0,5.92,4.34,0.68,0.62,0.29,0.24,11.83,186.0,1.0
54.0,234.0,298.0,16056.0,182.0,4.23,1.82,174.0,4.05,1.86,201.0,4.67,1.92,0.5,0.4,0.25,0.27,0.5,220.69,1.0
55.0,305.0,366.0,18800.0,233.0,4.02,1.55,235.0,4.05,1.53,250.0,4.31,1.64,0.6,0.5,0.21,0.25,0.09,227.31,1.0
56.0,246.0,292.0,15070.0,182.0,3.96,1.6,186.0,4.04,1.78,194.0,4.22,1.69,0.57,0.47,0.22,0.24,0.01,222.12,1.0
57.0,460.0,7600.0,4029254.0,293.0,4.97,3.37,214.0,3.63,1.63,365.0,6.19,6.14,0.64,0.59,0.32,0.27,8.86,205.44,1.0
58.0,543.0,23234.0,16499120.0,350.0,5.56,4.28,254.0,4.03,1.58,451.0,7.16,8.12,0.71,0.64,0.31,0.28,14.37,190.98,1.0
59.0,141.0,171.0,9033.0,109.0,3.11,1.02,108.0,3.09,1.07,116.0,3.31,0.99,0.54,0.45,0.27,0.3,0.02,224.78,1.0
60.0,519.0,16823.0,16876748.0,330.0,4.71,2.91,262.0,3.74,1.64,423.0,6.04,5.22,0.66,0.6,0.31,0.27,12.58,192.03,1.0
61.0,358.0,423.0,21783.0,212.0,3.59,1.33,212.0,3.59,1.35,235.0,3.98,1.59,0.61,0.5,0.2,0.23,0.04,228.9,1.0
62.0,217.0,272.0,14957.0,197.0,3.72,1.79,187.0,3.53,1.65,215.0,4.06,1.9,0.45,0.36,0.27,0.3,0.02,209.9,1.0
63.0,821.0,16859.0,17255538.0,535.0,4.91,2.72,467.0,4.28,1.8,596.0,5.47,3.5,0.81,0.78,0.31,0.28,5.66,214.5,1.0
64.0,1458.0,49921.0,36534230.0,998.0,4.84,2.66,920.0,4.47,1.98,1175.0,5.7,4.42,0.85,0.81,0.36,0.33,6.19,205.09,1.0
65.0,999.0,15382.0,8363052.0,788.0,4.06,2.3,749.0,3.86,1.81,943.0,4.86,3.58,0.79,0.73,0.43,0.39,6.79,191.56,1.0
66.0,942.0,9735.0,6022629.0,771.0,3.93,1.96,761.0,3.88,1.65,867.0,4.42,2.99,0.84,0.79,0.42,0.4,6.03,213.63,1.0
67.0,1035.0,10565.0,4402047.0,844.0,4.14,2.25,810.0,3.97,1.76,960.0,4.71,3.18,0.84,0.81,0.4,0.38,7.23,209.82,1.0
68.0,831.0,1178.0,56962.0,717.0,3.98,1.71,756.0,4.2,1.84,786.0,4.37,1.92,0.8,0.75,0.34,0.35,0.08,215.73,1.0
69.0,878.0,1168.0,55169.0,750.0,4.31,1.67,792.0,4.55,1.83,811.0,4.66,1.9,0.84,0.78,0.34,0.34,0.06,220.59,1.0
70.0,816.0,1125.0,54821.0,719.0,4.06,1.65,739.0,4.18,1.71,765.0,4.32,1.81,0.77,0.71,0.39,0.39,0.08,211.27,1.0
71.0,906.0,51575.0,42230510.0,755.0,4.04,2.23,709.0,3.79,1.67,849.0,4.54,3.35,0.83,0.79,0.42,0.38,5.16,205.15,1.0
72.0,733.0,1041.0,53443.0,608.0,3.68,1.75,630.0,3.82,1.95,682.0,4.13,2.13,0.75,0.7,0.4,0.4,0.43,214.19,1.0
73.0,831.0,1127.0,58489.0,714.0,4.03,1.77,749.0,4.23,1.98,791.0,4.47,2.12,0.76,0.71,0.38,0.38,0.08,216.99,1.0
74.0,862.0,1144.0,57200.0,724.0,4.44,1.74,762.0,4.67,1.89,785.0,4.82,1.99,0.78,0.71,0.32,0.32,0.1,217.11,1.0
75.0,901.0,1175.0,60612.0,744.0,4.35,1.85,772.0,4.51,2.01,829.0,4.85,2.34,0.77,0.71,0.35,0.35,0.16,216.63,1.0
76.0,805.0,1119.0,62242.0,672.0,4.02,1.9,725.0,4.34,2.1,769.0,4.6,2.25,0.74,0.67,0.39,0.38,0.13,210.17,1.0
77.0,976.0,1372.0,64535.0,805.0,4.38,1.97,835.0,4.54,1.86,897.0,4.88,2.24,0.75,0.7,0.36,0.36,0.33,217.26,1.0
78.0,912.0,1191.0,60230.0,744.0,3.98,1.67,803.0,4.29,1.92,831.0,4.44,1.91,0.76,0.7,0.34,0.34,0.15,217.23,1.0
79.0,752.0,978.0,47719.0,609.0,3.74,1.48,666.0,4.09,1.82,698.0,4.28,1.84,0.8,0.76,0.36,0.36,0.06,218.96,1.0
80.0,714.0,961.0,50426.0,602.0,3.67,1.54,650.0,3.96,1.7,692.0,4.22,1.8,0.73,0.66,0.36,0.35,0.08,210.24,1.0
81.0,586.0,759.0,35781.0,510.0,3.31,1.61,556.0,3.61,1.88,564.0,3.66,1.85,0.8,0.76,0.44,0.43,0.02,207.73,1.0
82.0,730.0,968.0,45078.0,638.0,3.58,1.81,660.0,3.71,1.72,696.0,3.91,2.0,0.8,0.76,0.39,0.39,0.04,209.18,1.0
83.0,631.0,862.0,41223.0,560.0,3.44,1.52,597.0,3.66,1.72,610.0,3.74,1.73,0.8,0.76,0.42,0.42,0.04,219.38,1.0
84.0,712.0,963.0,45302.0,603.0,3.7,1.58,631.0,3.87,1.69,648.0,3.98,1.72,0.77,0.73,0.36,0.36,0.24,218.07,1.0
85.0,1028.0,16138.0,9925521.0,720.0,4.11,2.08,663.0,3.79,1.5,825.0,4.71,2.94,0.89,0.87,0.37,0.34,9.79,211.59,1.0
86.0,974.0,9706.0,6948791.0,723.0,4.2,2.02,676.0,3.93,1.61,796.0,4.63,2.72,0.85,0.8,0.34,0.32,5.56,215.1,1.0
87.0,1056.0,66660.0,56160604.0,758.0,4.23,2.85,644.0,3.6,1.38,880.0,4.92,4.39,0.81,0.77,0.4,0.38,7.45,208.4,1.0
88.0,930.0,6880.0,2766715.0,654.0,3.87,2.0,619.0,3.66,1.59,764.0,4.52,2.93,0.83,0.79,0.36,0.34,5.45,212.91,1.0
89.0,942.0,1227.0,55035.0,710.0,4.25,1.7,748.0,4.48,1.87,736.0,4.41,1.75,0.86,0.83,0.32,0.32,1.46,214.51,1.0
90.0,625.0,842.0,41630.0,527.0,3.36,1.47,548.0,3.49,1.58,569.0,3.62,1.76,0.78,0.73,0.41,0.41,0.06,213.56,1.0
91.0,834.0,57593.0,38937016.0,665.0,4.18,2.5,605.0,3.81,1.75,767.0,4.82,3.51,0.85,0.82,0.42,0.39,9.0,187.67,1.0
92.0,860.0,6291.0,1929140.0,691.0,4.14,2.35,641.0,3.84,1.87,784.0,4.69,3.06,0.83,0.79,0.37,0.34,11.28,201.7,1.0
93.0,977.0,10469.0,5180042.0,765.0,4.47,2.66,694.0,4.06,1.74,875.0,5.12,3.97,0.91,0.89,0.33,0.3,7.17,216.0,1.0
94.0,3645.0,5859.0,242448.0,678.0,4.16,1.71,716.0,4.39,1.9,723.0,4.44,2.0,0.9,0.87,0.3,0.3,1.25,237.22,1.0
95.0,4252.0,142957.0,112644904.0,931.0,4.77,2.4,914.0,4.69,1.9,1061.0,5.44,3.79,0.92,0.9,0.3,0.28,8.41,221.54,1.0
96.0,930.0,1624.0,79144.0,737.0,4.24,1.64,801.0,4.6,1.76,831.0,4.78,1.92,0.8,0.75,0.29,0.3,1.87,220.66,1.0
97.0,786.0,1360.0,64338.0,646.0,3.99,1.56,684.0,4.22,1.8,696.0,4.3,1.82,0.83,0.78,0.28,0.29,1.66,226.69,1.0
98.0,850.0,9969.0,4308216.0,691.0,3.97,2.12,635.0,3.65,1.5,774.0,4.45,2.79,0.82,0.79,0.38,0.36,7.39,211.2,1.0
99.0,807.0,17102.0,15806915.0,631.0,3.8,1.7,622.0,3.75,1.54,708.0,4.27,2.4,0.83,0.79,0.38,0.37,8.19,210.69,1.0
100.0,625.0,942.0,45969.0,507.0,3.13,1.39,539.0,3.33,1.62,545.0,3.36,1.61,0.81,0.77,0.42,0.41,0.15,221.92,1.0
101.0,483.0,650.0,31510.0,427.0,3.14,1.48,452.0,3.32,1.61,448.0,3.29,1.57,0.79,0.76,0.42,0.41,0.06,221.97,1.0
102.0,1463.0,15179.0,3488367.0,616.0,3.38,1.44,920.0,5.05,2.26,911.0,5.01,2.46,0.87,0.83,0.43,0.41,3.33,225.33,1.0
103.0,1716.0,2368.0,102850.0,668.0,3.91,1.89,1065.0,6.23,2.22,989.0,5.78,2.34,0.9,0.87,0.39,0.39,0.41,237.96,1.0
104.0,1903.0,2714.0,114768.0,633.0,3.68,1.41,1103.0,6.41,2.01,1000.0,5.81,1.68,0.93,0.91,0.43,0.42,0.38,242.09,1.0
105.0,1078.0,17988.0,11576436.0,654.0,3.55,2.08,710.0,3.86,1.85,814.0,4.42,2.94,0.84,0.82,0.44,0.41,6.99,214.85,1.0
106.0,909.0,40387.0,31129962.0,702.0,3.99,2.7,613.0,3.48,1.47,815.0,4.63,4.14,0.82,0.79,0.42,0.39,7.77,200.34,1.0
107.0,857.0,16062.0,10296972.0,644.0,3.72,2.22,595.0,3.44,1.7,779.0,4.5,3.53,0.84,0.81,0.43,0.4,13.33,208.42,1.0
108.0,1038.0,12821.0,7198637.0,718.0,4.27,2.14,702.0,4.18,2.09,816.0,4.86,2.97,0.91,0.88,0.33,0.31,5.93,215.52,1.0
109.0,1017.0,10586.0,5351299.0,751.0,4.17,2.09,736.0,4.09,1.74,841.0,4.67,2.84,0.87,0.84,0.33,0.31,7.81,217.16,1.0
110.0,740.0,985.0,47637.0,611.0,3.66,1.6,660.0,3.95,1.84,656.0,3.93,1.8,0.8,0.76,0.38,0.37,0.65,217.67,1.0
111.0,684.0,922.0,46478.0,551.0,3.36,1.74,584.0,3.56,1.88,607.0,3.7,1.96,0.77,0.74,0.43,0.42,0.12,210.59,1.0
112.0,941.0,34207.0,25461396.0,643.0,3.76,2.43,557.0,3.26,1.6,723.0,4.23,3.49,0.86,0.84,0.39,0.36,6.38,204.68,1.0
113.0,912.0,26037.0,18532868.0,695.0,3.9,2.51,588.0,3.3,1.6,812.0,4.56,3.6,0.82,0.78,0.4,0.36,11.48,191.36,1.0
114.0,323.0,557.0,25791.0,274.0,2.98,1.43,281.0,3.05,1.46,288.0,3.13,1.5,0.79,0.75,0.35,0.35,2.02,214.72,1.0
115.0,458.0,56724.0,47051400.0,327.0,3.94,2.85,241.0,2.9,1.47,410.0,4.94,4.21,0.67,0.64,0.39,0.32,17.63,174.38,1.0
116.0,458.0,128593.0,101716970.0,352.0,4.0,3.15,230.0,2.61,1.39,428.0,4.86,4.63,0.77,0.75,0.51,0.44,12.21,174.04,1.0
117.0,145.0,203.0,11556.0,135.0,2.41,1.23,131.0,2.34,1.16,144.0,2.57,1.31,0.43,0.38,0.41,0.41,0.04,220.31,1.0
118.0,255.0,349.0,18222.0,218.0,2.56,1.21,240.0,2.82,1.69,238.0,2.8,1.43,0.61,0.57,0.46,0.45,0.04,212.77,1.0
119.0,398.0,6282.0,2316067.0,302.0,3.08,2.23,249.0,2.54,1.3,349.0,3.56,3.0,0.69,0.65,0.48,0.44,8.91,206.29,1.0
120.0,459.0,143157.0,131977650.0,329.0,4.84,3.8,224.0,3.29,1.32,423.0,6.22,6.05,0.72,0.7,0.38,0.29,9.05,170.7,1.0
121.0,522.0,15120.0,12817862.0,413.0,2.91,1.57,413.0,2.91,1.42,462.0,3.25,2.39,0.85,0.82,0.49,0.46,2.94,205.73,1.0
122.0,747.0,40561.0,32140004.0,597.0,3.34,1.81,570.0,3.18,1.59,692.0,3.87,2.43,0.74,0.7,0.44,0.41,4.48,194.19,1.0
123.0,586.0,4721.0,2468714.0,502.0,3.2,1.82,480.0,3.06,1.55,561.0,3.57,2.33,0.79,0.75,0.5,0.47,1.2,201.23,1.0
124.0,485.0,654.0,33760.0,431.0,2.75,1.35,449.0,2.86,1.39,469.0,2.99,1.54,0.72,0.68,0.46,0.44,0.02,212.81,1.0
125.0,599.0,812.0,46201.0,419.0,2.89,1.36,436.0,3.01,1.41,464.0,3.2,1.55,0.71,0.65,0.39,0.38,0.11,216.41,1.0
126.0,1102.0,12577.0,6924546.0,681.0,3.57,2.1,650.0,3.4,1.56,775.0,4.06,2.87,0.83,0.8,0.4,0.37,8.25,215.24,1.0
127.0,1108.0,14615.0,8132844.0,582.0,3.27,1.91,581.0,3.26,1.48,692.0,3.89,3.34,0.87,0.85,0.42,0.39,5.78,220.51,1.0
128.0,1282.0,52997.0,37371090.0,786.0,3.95,2.07,734.0,3.69,1.63,893.0,4.49,2.51,0.82,0.77,0.38,0.35,6.73,205.55,1.0
129.0,664.0,26169.0,19362250.0,510.0,3.05,2.08,450.0,2.69,1.37,601.0,3.6,3.49,0.77,0.74,0.5,0.46,6.01,192.63,1.0
130.0,542.0,3609.0,1591644.0,455.0,2.88,1.66,440.0,2.78,1.5,514.0,3.25,2.38,0.74,0.71,0.48,0.46,2.72,206.33,1.0
131.0,490.0,2343.0,1128236.0,412.0,2.56,1.27,416.0,2.58,1.29,472.0,2.93,1.7,0.64,0.6,0.47,0.46,0.36,200.49,1.0
132.0,451.0,666.0,35632.0,396.0,2.62,1.35,400.0,2.65,1.41,424.0,2.81,1.55,0.68,0.63,0.44,0.43,0.06,206.09,1.0
133.0,664.0,8546.0,4382745.0,503.0,3.14,2.46,422.0,2.64,1.35,619.0,3.87,3.86,0.71,0.67,0.49,0.46,7.66,187.84,1.0
134.0,834.0,30317.0,23939876.0,609.0,3.4,2.35,503.0,2.81,1.43,775.0,4.33,4.06,0.67,0.63,0.47,0.44,6.54,188.76,1.0
135.0,922.0,86232.0,75554184.0,633.0,3.6,2.72,487.0,2.77,1.47,811.0,4.61,4.91,0.83,0.82,0.5,0.45,13.6,177.19,1.0
136.0,1689.0,272124.0,260407120.0,938.0,4.89,4.12,645.0,3.36,1.76,1403.0,7.31,8.42,0.89,0.87,0.48,0.41,18.75,178.24,1.0
137.0,655.0,1315.0,248841.0,495.0,2.93,1.35,552.0,3.27,1.78,590.0,3.49,2.04,0.72,0.67,0.44,0.43,0.41,211.11,1.0
138.0,612.0,852.0,45013.0,532.0,3.13,1.76,535.0,3.15,1.47,590.0,3.47,1.97,0.68,0.64,0.44,0.43,0.06,200.22,1.0
139.0,515.0,844.0,45874.0,439.0,2.69,1.35,457.0,2.8,1.44,492.0,3.02,1.84,0.7,0.66,0.46,0.45,2.18,206.97,1.0
140.0,694.0,28841.0,32370178.0,574.0,3.26,2.32,505.0,2.87,1.59,653.0,3.71,2.8,0.75,0.73,0.5,0.47,10.07,193.07,1.0
141.0,656.0,16997.0,14271191.0,537.0,2.83,1.72,497.0,2.62,1.43,635.0,3.34,2.46,0.68,0.64,0.47,0.43,5.38,190.51,1.0
142.0,642.0,68936.0,45960210.0,510.0,3.0,1.93,451.0,2.65,1.34,598.0,3.52,2.72,0.76,0.73,0.5,0.46,11.72,190.47,1.0
143.0,739.0,17310.0,11995491.0,611.0,3.41,2.55,510.0,2.85,1.36,706.0,3.94,3.42,0.72,0.68,0.47,0.44,8.77,199.24,1.0
144.0,681.0,19621.0,13089614.0,517.0,3.11,1.76,478.0,2.88,1.45,637.0,3.84,2.77,0.7,0.65,0.48,0.45,6.34,199.08,1.0
145.0,468.0,758.0,41741.0,395.0,2.95,1.54,398.0,2.97,1.62,443.0,3.31,2.14,0.69,0.65,0.49,0.48,0.12,216.98,1.0
146.0,532.0,838.0,45082.0,450.0,2.83,1.58,465.0,2.92,1.67,519.0,3.26,1.94,0.7,0.65,0.47,0.46,0.15,203.24,1.0
147.0,916.0,38368.0,27449350.0,703.0,3.74,3.23,564.0,3.0,1.69,842.0,4.48,5.01,0.78,0.75,0.49,0.45,8.8,199.03,1.0
148.0,509.0,16487.0,16149402.0,367.0,3.67,2.31,279.0,2.79,1.3,480.0,4.8,3.4,0.61,0.56,0.44,0.38,10.76,167.83,1.0
149.0,396.0,14030.0,8670691.0,293.0,5.05,3.62,190.0,3.28,1.6,357.0,6.16,5.61,0.66,0.64,0.42,0.35,17.42,188.28,1.0
150.0,497.0,110797.0,97324984.0,330.0,4.78,3.48,199.0,2.88,1.58,456.0,6.61,6.13,0.65,0.61,0.39,0.3,32.2,174.8,1.0
151.0,432.0,17458.0,10875545.0,325.0,4.71,2.97,225.0,3.26,1.35,409.0,5.93,5.14,0.66,0.6,0.37,0.33,20.49,181.2,1.0
152.0,163.0,224.0,14113.0,147.0,2.83,1.4,140.0,2.69,1.42,156.0,3.0,1.61,0.32,0.24,0.33,0.32,0.0,217.72,1.0
153.0,130.0,172.0,10948.0,114.0,2.43,1.08,117.0,2.49,1.21,128.0,2.72,1.25,0.33,0.26,0.36,0.36,0.13,204.96,1.0
154.0,444.0,22387.0,14112805.0,288.0,4.72,3.7,179.0,2.93,1.38,400.0,6.56,6.6,0.61,0.56,0.4,0.31,26.72,177.53,1.0
155.0,377.0,67608.0,53066380.0,269.0,3.84,2.79,193.0,2.76,1.39,347.0,4.96,4.39,0.69,0.66,0.41,0.34,28.78,169.6,1.0
156.0,353.0,16608.0,10803371.0,247.0,4.19,3.14,179.0,3.03,1.44,322.0,5.46,5.09,0.62,0.59,0.39,0.35,26.0,176.16,1.0
157.0,515.0,13391.0,7278481.0,322.0,5.03,3.27,213.0,3.33,1.68,431.0,6.73,5.5,0.81,0.78,0.46,0.43,30.35,169.47,1.0
158.0,307.0,7766.0,4465870.0,214.0,3.82,2.78,168.0,3.0,1.18,271.0,4.84,4.13,0.98,0.98,0.58,0.53,22.34,182.61,1.0
159.0,171.0,462.0,73345.0,123.0,2.8,1.13,138.0,3.14,1.25,139.0,3.16,1.35,0.99,0.99,0.6,0.62,0.41,211.14,1.0
160.0,166.0,382.0,57504.0,122.0,2.84,1.54,138.0,3.21,1.74,138.0,3.21,1.74,0.97,0.94,0.64,0.65,0.25,205.52,1.0
161.0,387.0,7568.0,3981022.0,263.0,3.6,2.72,218.0,2.99,1.38,350.0,4.79,5.68,0.96,0.96,0.53,0.42,20.41,171.33,1.0
162.0,388.0,10287.0,5263065.0,259.0,3.81,2.6,194.0,2.85,1.36,347.0,5.1,4.4,0.97,0.97,0.55,0.46,24.05,162.33,1.0
163.0,504.0,21914.0,16118547.0,310.0,4.92,3.34,183.0,2.9,1.3,439.0,6.97,6.46,0.95,0.95,0.52,0.41,31.84,158.35,1.0
164.0,315.0,8845.0,5088296.0,208.0,3.65,2.67,159.0,2.79,1.26,277.0,4.86,4.92,0.96,0.94,0.55,0.45,16.94,167.29,1.0
165.0,439.0,38682.0,29749392.0,279.0,4.04,2.74,201.0,2.91,1.12,385.0,5.58,5.13,0.94,0.94,0.54,0.46,32.36,166.3,1.0
166.0,116.0,283.0,52520.0,61.0,2.54,0.88,80.0,3.33,1.37,70.0,2.92,1.28,0.99,0.98,0.54,0.59,0.18,241.57,1.0
167.0,122.0,196.0,18385.0,77.0,3.21,1.18,91.0,3.79,1.38,79.0,3.29,1.2,1.0,1.0,0.46,0.51,0.09,234.34,1.0
168.0,331.0,151418.0,142198430.0,231.0,3.79,2.74,190.0,3.11,1.33,275.0,4.51,4.24,0.96,0.95,0.52,0.47,19.43,193.25,1.0
169.0,495.0,25417.0,11983540.0,291.0,4.41,3.57,193.0,2.92,1.52,421.0,6.38,6.06,0.98,0.97,0.56,0.44,32.6,168.76,1.0
170.0,368.0,11316.0,5851799.0,237.0,3.76,2.31,197.0,3.13,1.52,331.0,5.25,4.33,0.96,0.95,0.55,0.45,30.07,180.66,1.0
171.0,357.0,7014.0,3042530.0,238.0,3.78,3.21,186.0,2.95,1.44,317.0,5.03,5.74,0.97,0.97,0.55,0.5,18.82,180.37,1.0
172.0,125.0,304.0,50768.0,92.0,2.42,1.08,105.0,2.76,1.38,101.0,2.66,1.19,0.98,0.98,0.66,0.67,0.21,224.07,1.0
173.0,156.0,272.0,21794.0,76.0,2.71,0.85,114.0,4.07,1.56,98.0,3.5,1.17,1.0,1.0,0.49,0.57,0.15,241.21,1.0
174.0,130.0,261.0,44612.0,91.0,2.6,1.19,114.0,3.26,1.6,109.0,3.11,1.39,0.97,0.96,0.52,0.51,0.25,219.29,1.0
175.0,118.0,288.0,32038.0,97.0,2.49,1.07,103.0,2.64,1.16,102.0,2.62,1.14,0.99,0.99,0.69,0.72,0.22,211.09,1.0
176.0,361.0,13288.0,8212911.0,223.0,4.55,4.46,141.0,2.88,1.35,327.0,6.67,8.74,0.97,0.97,0.6,0.5,36.44,171.64,1.0
177.0,589.0,114128.0,90326056.0,312.0,4.59,2.91,225.0,3.31,1.73,447.0,6.57,5.46,0.98,0.96,0.53,0.43,35.09,164.75,1.0
178.0,306.0,108500.0,94343750.0,201.0,3.94,2.93,145.0,2.84,1.29,277.0,5.43,5.7,0.98,0.99,0.64,0.63,16.89,178.27,1.0
179.0,533.0,83231.0,65644190.0,324.0,5.06,4.2,200.0,3.12,1.27,458.0,7.16,7.98,0.96,0.96,0.54,0.48,14.76,178.87,1.0
180.0,142.0,413.0,80226.0,112.0,2.43,1.15,126.0,2.74,1.22,128.0,2.78,1.28,0.98,0.98,0.62,0.61,0.55,205.33,1.0
181.0,118.0,258.0,33868.0,98.0,2.39,1.16,108.0,2.63,1.36,109.0,2.66,1.39,0.98,0.98,0.65,0.65,0.93,205.51,1.0
182.0,313.0,6884.0,3286312.0,217.0,3.5,2.6,132.0,2.13,0.91,274.0,4.42,4.05,0.93,0.91,0.55,0.44,27.96,166.44,1.0
183.0,454.0,103674.0,137587500.0,281.0,4.26,3.09,220.0,3.33,1.69,402.0,6.09,5.91,0.91,0.91,0.52,0.47,23.52,170.33,1.0
184.0,399.0,7500.0,4626024.0,246.0,4.32,2.82,177.0,3.11,1.19,325.0,5.7,4.98,0.92,0.9,0.49,0.42,18.69,188.94,1.0
185.0,364.0,7738.0,4030818.0,241.0,4.23,2.4,196.0,3.44,1.6,319.0,5.6,4.15,0.98,0.96,0.48,0.38,36.61,165.18,1.0
186.0,522.0,15535.0,8790659.0,305.0,4.92,3.7,195.0,3.15,1.16,446.0,7.19,7.09,0.97,0.95,0.54,0.47,26.44,185.92,1.0
187.0,157.0,343.0,41996.0,127.0,2.95,1.63,139.0,3.23,1.72,139.0,3.23,1.72,0.96,0.95,0.6,0.61,0.31,221.32,1.0
188.0,177.0,391.0,66355.0,136.0,3.02,1.66,149.0,3.31,1.66,149.0,3.31,1.66,0.98,0.98,0.55,0.56,0.25,209.07,1.0
189.0,337.0,7185.0,3899801.0,216.0,3.86,2.53,164.0,2.93,1.33,303.0,5.41,4.43,0.98,0.99,0.53,0.46,47.9,174.56,1.0
190.0,524.0,26342.0,17921764.0,340.0,4.86,3.54,206.0,2.94,1.4,474.0,6.77,6.26,0.97,0.96,0.53,0.43,29.45,169.09,1.0
191.0,474.0,27730.0,19908276.0,310.0,4.31,2.79,210.0,2.92,1.28,429.0,5.96,4.61,0.98,0.98,0.51,0.39,38.61,166.18,1.0
192.0,475.0,14707.0,6587690.0,306.0,4.57,2.82,211.0,3.15,1.57,426.0,6.36,4.89,0.95,0.96,0.58,0.46,25.69,160.82,1.0
193.0,443.0,20884.0,14723502.0,285.0,4.6,4.15,200.0,3.23,1.42,383.0,6.18,6.2,0.96,0.95,0.55,0.48,12.17,177.19,1.0
194.0,204.0,1907.0,719680.0,142.0,3.16,2.58,129.0,2.87,1.38,178.0,3.96,4.6,0.97,0.96,0.66,0.67,1.39,209.43,1.0
195.0,178.0,386.0,53364.0,147.0,3.27,1.44,160.0,3.56,1.62,162.0,3.6,1.66,0.97,0.98,0.56,0.58,0.16,208.88,1.0
196.0,465.0,24390.0,15817081.0,290.0,4.33,2.55,211.0,3.15,1.38,423.0,6.31,5.0,0.98,0.97,0.51,0.41,42.22,167.65,1.0
197.0,412.0,12326.0,6949980.0,254.0,4.03,3.28,183.0,2.9,1.53,368.0,5.84,6.2,0.96,0.96,0.6,0.53,26.67,182.83,1.0
198.0,405.0,23759.0,16868178.0,241.0,3.83,2.78,180.0,2.86,1.4,348.0,5.52,4.66,0.98,0.97,0.59,0.5,24.42,184.8,1.0
199.0,322.0,7847.0,4865664.0,203.0,3.33,2.91,164.0,2.69,1.27,283.0,4.64,4.97,0.98,0.98,0.67,0.65,14.0,191.69,1.0
200.0,303.0,3742.0,1903132.0,196.0,4.17,2.69,189.0,4.02,1.74,271.0,5.77,4.94,0.98,0.97,0.49,0.47,12.36,201.06,1.0
201.0,166.0,451.0,79458.0,123.0,2.62,1.39,144.0,3.06,1.67,144.0,3.06,1.72,0.98,0.97,0.66,0.67,0.25,217.22,1.0
202.0,1055.0,54505.0,42959800.0,450.0,5.11,3.71,332.0,3.77,2.04,827.0,9.4,10.67,0.9,0.88,0.49,0.4,14.53,141.8,1.0
203.0,2100.0,71462.0,43494788.0,784.0,7.19,3.97,482.0,4.42,1.86,1517.0,13.92,10.88,0.95,0.94,0.46,0.34,44.76,146.51,1.0
204.0,2569.0,170226.0,140597570.0,960.0,8.28,3.7,634.0,5.47,1.51,1761.0,15.18,10.73,0.84,0.8,0.41,0.31,25.56,152.45,1.0
205.0,1460.0,80333.0,71271200.0,574.0,7.65,4.52,412.0,5.49,2.16,964.0,12.85,11.67,0.86,0.82,0.41,0.35,12.98,160.53,1.0
206.0,3705.0,295272.0,241614110.0,1131.0,10.1,6.15,650.0,5.8,2.07,2391.0,21.35,18.43,0.83,0.83,0.41,0.29,23.97,158.81,1.0
207.0,2225.0,75033.0,63259190.0,791.0,6.7,4.01,586.0,4.97,1.71,1219.0,10.33,10.29,0.95,0.93,0.42,0.35,13.48,189.59,1.0
